color,RPM,stroke_frequency,producer_name
492,392,46,1804
990,1089,1613,86
789,738,757,1683
1260,1626,966,387
1658,1974,815,381
1934,1187,587,1422
183,1303,178,525
1441,1620,230,520
1592,1344,1480,205
1575,164,626,1157
1957,828,847,788
1597,462,1965,1213
1651,1129,111,670
22,1263,1622,771
384,522,166,1962
1318,1765,1157,410
1533,1807,941,976
1572,1250,112,802
1083,1572,852,1727
677,1361,124,460
1901,469,793,1730
1480,1607,1394,1310
1936,321,1402,41
725,1899,314,1349
669,606,238,1725
1725,854,771,434
1762,1091,449,388
386,938,1798,1240
506,1599,1796,757
920,654,1025,1130
1781,450,1263,1781
1200,302,1023,1164
60,513,963,1199
1841,1623,1656,943
623,666,403,109
1549,1287,399,592
1345,1250,1402,1053
1123,68,1917,1772
383,1792,1089,1101
808,398,1992,257
1774,1892,1506,1701
483,1234,76,1306
1229,1035,427,82
1166,1129,131,117
1428,682,947,134
405,776,948,326
449,1351,691,1172
944,1559,1776,736
56,399,1237,1396
1665,723,202,86
1971,115,235,1413
1457,1591,162,1967
1605,613,1435,983
199,1166,1624,1094
1219,860,152,1146
1558,1468,1878,699
1586,1553,504,1461
1588,1002,735,417
1941,1609,526,121
1645,513,1837,157
684,678,1751,388
452,1455,1468,1675
1623,5,940,1202
1544,30,509,537
438,823,1564,1729
47,1092,1803,971
234,1555,300,1944
200,1163,937,1753
1023,824,592,1145
303,155,790,556
1816,431,1684,1516
398,1098,171,315
1640,1991,1648,1467
38,1579,1080,1265
560,1802,388,1166
1597,1057,1587,139
373,1526,1616,560
1785,803,1051,338
1263,818,112,1801
1692,1489,287,1087
1612,823,717,921
1472,1119,1490,317
1327,1497,867,692
621,693,691,953
1018,378,1015,724
1200,1723,1803,5
366,1026,1318,24
1984,889,468,819
510,722,639,22
276,1633,471,1476
1307,896,1497,261
275,293,1996,392
110,1212,789,233
1435,1893,1209,436
608,1119,1371,1285
908,751,559,79
1905,508,763,1229
1998,1868,811,69
1997,1223,519,816
1408,759,1151,313
822,1221,1880,1949
33,810,1409,699
1405,45,1378,314
1102,1982,1638,141
1128,260,847,215
1399,827,1438,1858
1919,834,1840,815
358,368,500,557
917,1129,1683,15
1964,208,1141,1630
322,801,1431,601
1629,741,338,1319
1367,361,808,217
1134,1556,1798,1999
1233,1956,1111,1067
629,1201,529,1305
1911,1801,931,1607
791,1326,1800,244
1742,601,238,810
1667,561,1568,1924
888,1165,1673,1699
33,1943,539,690
462,1980,101,546
85,1619,1742,1122
105,1025,35,1054
1895,623,1793,1567
610,575,1189,285
507,1227,1476,465
986,227,1830,1519
773,263,782,1725
581,135,1277,1697
1451,1936,971,660
1227,299,1003,521
1891,792,418,1696
1657,921,1692,1699
1323,1231,235,1377
1858,1430,273,1231
645,516,470,935
1637,510,944,17
421,1090,550,1927
1300,1565,1218,126
368,188,745,80
1216,1181,1577,161
1286,1541,1473,942
727,1410,1711,1425
1922,27,270,686
1921,1269,228,1219
14,1552,1471,286
1428,1418,375,815
1913,930,1289,1050
744,685,1215,1781
1742,391,856,1321
687,436,186,1330
1603,1694,716,485
1210,792,907,979
1887,1138,209,1947
1163,1057,206,937
101,784,29,649
1808,436,309,1945
857,169,40,1933
1945,742,736,1805
678,292,1843,1780
385,1685,782,957
1970,374,1070,571
180,1671,865,856
1869,1817,1515,131
985,1330,437,833
1160,1742,1032,616
1393,140,1556,1650
677,542,1437,755
480,50,550,1260
494,1289,643,775
349,1962,1353,737
189,1441,714,1983
925,1484,458,347
315,609,923,1443
1400,1608,603,1670
156,1694,209,1857
1907,1504,1934,1723
502,52,442,1293
6,994,1534,875
8,1977,1077,1557
1214,660,5,1676
1687,1442,1099,185
787,1673,1667,942
228,1057,1961,565
747,685,145,1997
1391,581,1452,157
1959,822,725,813
773,1347,1250,663
1301,134,243,138
1404,116,1516,1600
1991,605,846,1184
1184,1598,1335,348
864,1733,1775,209
1692,859,84,1996
966,757,497,991
1661,377,1874,1351
533,1983,320,1711
1056,742,1145,1511
746,1133,198,859
120,286,1817,473
853,262,881,825
324,655,1790,546
531,112,898,1119
1447,889,1229,622
111,16,1611,753
112,305,128,1243
1566,1563,1387,20
1189,519,122,44
707,1021,1792,1199
849,1840,1751,1982
3,302,696,922
1393,37,1005,1332
952,1230,289,1856
579,1206,1658,255
137,939,1627,983
115,1915,566,1097
1466,90,1636,1433
923,726,1179,698
1664,829,91,1501
1030,1187,60,1723
1072,1351,1469,279
177,244,705,986
398,951,1696,1612
702,2,1206,32
532,1705,779,1870
1654,1029,524,1872
1086,346,803,574
1272,1745,454,652
1925,1789,1017,1242
1536,1921,691,1925
1476,401,729,759
1159,695,1562,792
1566,611,841,1814
1017,341,229,849
1188,155,1604,1315
1550,1981,1308,590
1191,73,667,1744
577,1435,284,1352
1216,1709,488,1148
1205,673,954,582
1982,332,1008,1617
1458,325,1421,1002
885,1933,1291,1073
1105,821,761,293
61,1721,1565,47
1270,1049,1269,343
1170,423,229,754
1160,961,1758,1744
1129,1717,219,672
1908,582,570,139
961,903,1538,1387
115,1615,1151,319
1481,1962,588,116
1240,225,1404,1135
932,469,1319,3
1204,808,745,1711
332,547,253,1241
781,1653,1516,1719
713,824,899,1958
1953,1932,162,850
803,1285,1492,1963
514,1124,1935,1182
443,1457,894,1268
1924,635,1948,97
1417,42,1852,1619
273,1318,749,1802
1471,823,1593,1119
778,1512,214,656
1925,546,1675,1310
304,735,1962,1193
904,1519,265,1640
1349,1434,495,421
1297,921,991,568
1316,1784,1743,1540
1371,1236,523,1114
1080,1686,1235,830
1514,932,1278,205
1402,424,174,1745
367,1587,396,114
904,60,1117,24
1685,611,1346,357
15,370,819,1767
62,856,1222,1342
1936,1881,876,190
69,1099,690,1051
79,1334,1993,20
1616,1056,1004,1931
191,1301,1633,1984
1649,1617,337,249
1954,1892,492,1766
1028,497,380,879
352,403,842,1190
329,89,1156,601
717,464,438,870
1548,1897,1275,1951
1220,389,1456,1756
853,1255,1662,1203
1226,31,1793,1588
48,268,600,1333
1815,1404,1469,376
1877,567,934,1217
675,723,447,778
1765,192,1051,1423
369,127,1234,741
589,59,878,1855
992,379,250,1430
171,376,1887,1894
1757,1866,665,408
1503,1089,423,1063
968,632,1480,1396
1883,275,679,145
1003,441,1091,1749
1086,774,74,283
474,1842,1111,124
114,1609,34,255
630,1728,1127,1854
1696,361,739,1895
919,1778,728,158
1421,322,424,879
427,1355,52,10
651,1327,789,1208
560,390,69,613
1919,757,117,601
306,130,346,603
841,323,54,298
1073,406,1461,227
1753,520,675,1566
1573,1199,52,243
1363,1891,1717,1601
1935,1932,1037,945
321,933,30,886
541,1398,1693,316
1055,870,1772,324
447,366,1524,263
103,1832,804,248
1537,882,364,1684
1917,267,1228,1010
105,1128,1819,167
1014,498,1369,568
808,175,1502,1524
1184,1876,753,1057
367,437,1985,1550
1155,870,1756,365
967,1044,648,1489
97,1164,82,1052
1486,1264,1443,850
470,1162,471,891
923,510,463,696
699,874,487,1891
1938,950,373,1490
1226,149,626,1264
1416,1438,1420,1735
291,228,74,94
1593,1890,822,1106
31,504,162,650
32,1046,799,1282
1012,781,1456,612
1622,1176,451,989
1376,530,779,450
342,1351,1670,50
1449,1453,1556,110
15,141,1645,602
1425,1745,1750,982
1290,1845,891,289
455,448,1179,1405
409,1154,1371,1709
522,1326,245,1388
226,1951,893,1882
1605,605,934,775
496,1137,1942,666
1446,422,670,764
613,228,1075,795
338,187,783,687
205,1737,1542,1698
1687,790,456,1759
878,1455,179,1462
1690,502,645,1952
160,1853,871,1832
1167,1455,854,1587
19,491,1757,718
169,1738,1847,440
1705,416,110,1837
413,1859,1580,1556
1170,1625,22,1790
1019,51,702,337
1756,385,1386,559
1993,1205,1509,82
357,306,353,1084
652,690,998,119
1951,1926,387,1024
1425,1690,848,1551
1656,927,1982,221
401,909,1218,1581
1629,1723,420,972
1782,763,1232,1293
549,1191,583,1201
317,1157,1371,65
469,990,1458,241
1906,1180,1459,341
276,195,1489,1202
1547,1628,806,1975
587,506,150,665
1038,1890,1443,1053
1603,1171,1013,262
1269,792,365,1774
1284,997,82,1878
1534,66,96,1290
1393,1020,1613,1353
1927,1928,247,4
1917,656,1578,682
1055,977,578,626
1008,1077,571,24
274,1755,1076,1516
110,972,976,1400
903,370,1067,318
1991,1947,558,1947
1305,1602,1195,1235
614,845,1019,633
1495,1713,1395,896
1915,590,1715,1261
992,658,1587,1761
28,1181,1821,728
59,347,1214,976
1137,41,1253,1901
705,952,1230,1028
1496,1969,1566,1519
312,1715,121,949
590,1450,1663,132
1453,1179,1363,920
1684,1850,130,1457
1599,764,147,1738
1653,925,667,1866
496,1528,1199,843
1870,672,459,1335
1620,1888,481,242
409,1102,1281,776
1924,990,378,65
124,367,5,1695
574,1118,1626,77
1234,1844,1326,832
1633,94,826,1808
904,57,1029,574
1711,1448,1892,176
805,867,1260,1032
1085,242,1234,937
1451,1091,1105,451
465,1437,1210,39
1174,470,429,1756
1329,214,933,841
613,368,1063,1283
1886,1477,1060,1376
442,684,1942,448
880,1615,1479,192
839,603,864,493
667,433,1090,1253
1429,1734,1854,870
728,1538,606,1585
1783,493,769,971
317,1063,1163,773
611,1081,1962,1069
64,875,614,1945
1104,1741,1396,864
194,410,1480,1841
4,724,1772,1667
1331,1877,1489,399
435,1578,1172,1531
853,964,805,1702
1822,1939,1837,668
847,554,603,1770
1394,1656,297,1612
82,1691,753,13
468,1573,574,900
927,33,737,1474
470,1489,1104,1041
443,868,818,1386
275,1870,1557,1666
1786,222,262,1269
412,1224,1885,1616
1316,1339,446,1904
1262,224,201,1261
767,815,438,1924
1504,757,27,17
1268,542,1244,500
938,258,1867,1989
215,1141,1456,1668
267,1208,640,1197
1823,1126,1553,947
1459,1877,1810,1799
1867,1722,1278,622
911,500,568,156
29,1656,503,1653
1994,263,1763,1954
982,1966,777,745
670,607,1547,869
96,1373,748,816
957,520,166,165
1459,100,1635,246
792,1387,141,222
1599,1638,1723,1925
1322,1706,248,110
392,689,823,310
643,1442,589,521
332,830,1731,973
3,1820,1435,813
1810,1443,1742,1632
895,930,218,1723
610,256,1230,841
1296,1369,433,1311
228,901,1402,1022
252,1087,474,441
1730,608,727,1784
812,1691,1393,606
1516,116,1234,1152
271,565,1314,145
660,118,1140,35
19,1812,483,1568
1093,1984,370,1293
1063,1313,1330,641
455,722,211,1135
15,1103,828,1978
516,12,1607,433
64,921,1720,1227
1973,597,164,183
950,803,727,180
697,181,1788,1321
1202,668,1114,1852
706,546,1803,762
199,1359,228,171
623,1604,1915,1284
55,1246,1755,1654
105,1813,1011,563
880,1275,1430,1723
119,1439,1678,209
223,1969,1195,802
1554,1779,1953,1048
1411,1129,125,91
747,1863,285,296
931,1277,423,994
773,226,306,1289
14,90,403,110
1938,1375,1113,1746
594,751,418,288
1201,1621,1629,766
757,1817,1499,582
1353,49,1247,1033
654,1768,794,850
1771,1869,347,584
1016,1383,650,877
142,1555,1824,607
717,684,449,902
90,1247,440,848
1810,186,459,586
521,844,1508,1475
611,915,373,387
976,1566,1615,1455
1492,68,29,1349
4,52,221,1740
1758,1133,463,1779
1558,442,507,1600
1939,1854,411,459
104,1410,215,702
1206,605,256,1236
789,1588,1362,158
883,681,1277,1184
294,773,788,1760
1651,1628,899,1251
506,52,1170,772
116,755,1492,1258
960,1985,756,838
699,447,1415,1929
615,1602,1129,27
845,246,993,1218
1968,1070,1428,346
886,328,233,1750
59,182,948,1717
1349,1604,162,1464
1081,1834,703,884
1342,1395,1112,1025
230,1051,1935,743
8,1447,364,716
1424,872,161,334
1441,953,1042,696
898,326,1590,1913
787,1667,1073,1121
541,1137,1950,488
1174,1946,1657,1199
1703,1120,1028,406
1683,14,1384,482
384,1470,1892,1648
351,784,518,372
210,1285,1532,119
1228,1664,935,1905
763,737,1598,22
1690,1965,444,1184
311,482,626,34
1423,1935,1200,610
1272,970,400,828
211,430,1340,1312
718,510,1994,1701
260,571,1475,1635
1482,116,1935,1510
285,367,867,1585
402,30,1477,1370
670,1430,150,1415
573,990,527,1165
380,1446,600,860
1413,841,532,404
126,1437,1709,694
549,1196,972,950
316,383,280,168
247,470,562,1655
1772,1013,1828,1398
476,622,867,478
1109,1473,1960,1068
1462,260,1705,1441
1522,1460,201,1437
1352,1552,411,489
1969,1300,886,1906
279,610,196,1472
1491,434,1968,1358
173,1411,461,1847
1774,996,1462,1376
833,602,456,303
1980,735,783,1863
596,240,1527,483
1561,1979,1928,382
612,1763,1232,635
1853,1672,303,952
1072,1406,1978,1427
977,1268,1085,223
330,1399,1052,1608
1731,481,1126,1133
236,1461,740,306
1580,1521,1839,1556
1145,411,1102,1877
1246,1432,1762,1351
1329,554,124,699
1081,420,440,958
1478,193,214,1865
717,864,687,1598
1471,971,1493,851
12,1846,10,450
1526,1036,227,796
1926,660,527,442
1075,1755,59,997
1836,818,1455,942
619,1846,650,442
635,1463,1597,998
857,435,1347,1148
915,1196,1454,645
382,1100,449,1554
1891,1987,1662,986
108,1563,1318,382
634,397,1158,860
880,362,697,1992
1358,53,972,384
1830,1694,641,529
1572,1810,42,567
1422,84,379,1292
1031,373,1906,1493
615,121,1245,213
435,236,809,1373
1729,758,1015,1470
119,1632,183,1884
746,1955,1670,204
1508,1775,815,834
1677,1861,1309,319
276,695,1947,890
508,1867,955,1379
1418,1959,1277,312
299,917,802,1474
336,753,1048,1196
440,474,389,58
503,1873,764,343
1882,759,651,251
444,1184,1726,1783
1063,754,95,1238
133,293,251,233
1569,1749,124,1145
1858,1499,1353,1602
1707,1846,596,1241
523,1948,1365,265
1056,1429,429,974
909,467,1462,1481
542,669,1840,1451
1433,1647,1743,1870
1613,1971,519,660
487,1802,1578,1409
324,1894,1960,1369
67,64,161,784
332,136,1460,1220
912,401,1932,551
185,615,184,964
641,1799,811,550
977,397,1919,1078
1154,1875,1134,1795
725,1076,939,558
1895,45,1197,1664
1099,273,1438,1348
1228,775,1418,13
1957,1754,30,1897
1249,1372,1054,410
1153,1110,1211,1329
501,1331,393,587
1835,755,379,1443
1224,669,144,1421
71,1800,1180,1536
1664,1979,899,1306
822,1743,830,390
1410,837,388,1646
900,1696,325,975
1667,1568,875,799
1194,1487,474,558
815,1975,869,214
1104,1356,1777,1093
1629,1126,450,232
1906,146,1618,750
723,1628,357,1306
455,1936,520,715
1467,1952,119,1726
236,568,145,1073
1376,113,413,1701
1639,1030,409,1907
620,19,1984,1110
619,1955,1741,20
593,1871,1149,908
1826,1482,768,241
615,828,1481,1782
134,1859,789,1674
138,1801,835,1541
1863,990,507,190
1623,751,1776,389
166,1314,1534,1628
88,770,772,432
1741,614,1031,1597
385,937,495,992
640,388,1719,992
642,1749,546,1690
851,482,434,1286
796,206,1947,1815
1160,1422,337,317
1144,1194,74,1057
873,1854,280,823
1532,1925,118,1848
1519,333,861,553
1001,1928,727,180
1306,1170,655,1210
304,1500,1018,727
1149,286,1639,140
1126,1980,226,646
1608,1047,1869,1351
480,1214,1302,266
1928,952,1324,570
1183,1652,396,793
1017,1793,538,997
567,489,1714,2
957,213,897,122
1369,272,810,1644
1108,1428,1561,476
725,1178,896,1094
31,1272,637,1980
1126,1231,125,356
120,125,1770,1842
515,1483,389,1611
1804,1140,286,298
397,32,1081,1589
604,1356,13,494
1756,888,295,627
1451,1999,1734,1184
1582,411,1469,1627
1633,1726,895,226
1144,1322,1273,1092
493,1123,1373,1780
201,831,26,1349
1229,322,962,205
1958,1914,1134,1865
737,404,1030,371
926,244,1441,1382
1284,1840,1778,902
1541,1560,458,1910
846,624,1233,471
1025,1229,91,328
1363,340,1591,848
910,527,586,1351
1068,343,823,1623
1031,1706,1898,287
538,1608,1229,254
229,366,31,1196
1166,89,236,1622
1851,1212,1972,15
1904,824,1643,1194
1571,623,1230,1507
723,942,1988,1063
994,653,1582,627
1277,1361,1801,141
1650,274,321,1632
965,1806,420,281
1347,298,1183,228
1805,871,1947,659
236,637,513,371
911,380,1466,515
1788,294,955,1971
1105,1231,412,966
899,391,316,1386
477,1769,1342,624
1582,35,1515,1389
1110,1959,734,1342
1590,1083,894,641
1100,518,1317,1375
269,674,1532,653
502,1895,1610,868
841,1429,951,1959
1056,1319,727,164
1055,39,1632,53
692,536,883,531
1010,142,7,1822
229,1378,1607,1045
1444,628,230,1463
831,1686,1146,1435
610,525,528,1199
1940,573,1466,937
1034,1194,1573,1500
1591,1151,1425,179
520,1396,210,203
1392,1466,411,531
1899,1166,1909,62
1640,1933,1062,1853
702,1134,1941,1833
1401,61,596,1656
584,489,1387,1211
211,1036,532,608
31,1183,528,1932
840,559,130,851
1728,1993,306,320
936,361,1208,1721
482,22,628,765
489,1577,238,656
387,1121,571,634
1281,382,1350,1465
1690,393,291,741
369,1221,1667,788
1841,1144,1361,307
154,933,1713,474
265,1982,1161,754
955,1611,570,79
1491,896,1993,1960
1119,461,756,1900
211,1300,1376,67
850,45,1834,1641
1901,951,435,800
1531,958,84,1460
215,1760,1755,820
646,1309,325,283
826,655,1514,1390
493,1284,1962,1519
1021,962,539,821
18,1722,1274,1167
658,694,964,146
879,1545,104,1720
442,1670,790,129
1609,10,252,493
70,1541,443,1763
53,187,1023,1548
1736,1321,621,1341
1072,689,10,812
1085,342,191,322
1275,1769,30,1035
620,1424,1742,1405
1229,591,44,366
224,1446,195,978
610,1311,1208,541
1629,1290,1822,1360
52,536,480,1973
742,224,1694,1394
1650,271,720,1976
587,1173,1588,715
1340,1476,1758,730
166,39,1641,1261
443,1647,1172,164
834,21,1412,43
320,1481,320,1338
955,1925,1033,1383
761,694,620,1228
1625,55,11,137
1590,531,37,838
1386,1485,1855,149
1667,223,1460,1474
1846,799,529,1244
65,761,1197,1864
927,687,932,1127
458,40,636,303
1750,121,1053,1029
1689,698,835,61
1151,1333,345,1622
531,1904,1067,1285
1119,670,1665,1375
1922,1731,1205,1283
1911,1927,471,313
519,1004,1625,750
821,1438,23,1286
1634,1570,284,1129
1388,92,154,325
60,1132,429,1569
321,741,686,184
289,238,846,1118
1351,1935,1411,1556
1406,848,335,90
658,207,648,1964
1256,1707,1236,870
728,1476,714,1982
81,447,1599,644
1450,1350,134,363
61,43,31,214
1757,912,132,814
1207,672,495,72
1635,569,949,1100
73,99,1272,1553
611,556,1180,1921
304,487,447,1067
1856,1819,906,69
106,165,524,1755
860,1945,774,856
133,285,1964,1169
881,1072,1036,1645
1545,918,232,1068
1978,201,188,267
1952,1550,96,918
830,219,1512,1463
1309,1633,328,1547
1136,1036,143,147
355,1962,869,68
227,143,9,937
412,158,1090,721
518,1299,295,1456
521,396,173,804
454,773,10,1436
640,163,803,614
41,1621,1128,1036
102,1815,1867,102
717,634,1664,625
1319,1682,310,1390
227,1284,961,1984
1149,80,1684,1996
1694,1973,111,1496
845,1687,374,1315
791,857,639,611
1850,1196,1935,1156
516,1402,137,640
539,837,272,1806
797,1119,1701,1976
498,1932,826,214
1730,868,1346,208
244,1138,1875,1263
859,341,888,267
1192,1120,1547,90
1796,1441,295,1995
473,1845,1550,68
1111,1489,600,1781
1103,609,228,627
417,1764,1590,663
1203,1216,104,1834
985,577,1453,770
1768,1547,1539,526
1894,1803,1393,1420
30,1100,410,948
749,941,838,444
573,485,241,575
867,641,168,923
1009,886,1557,246
1732,263,1010,1972
1217,965,1306,159
261,221,968,611
10,1448,1190,800
1989,919,29,1071
1416,486,1707,1467
1191,1667,1370,484
784,881,148,634
1538,877,1602,1035
1098,1308,1133,814
1311,1770,1709,1407
1454,907,470,1769
681,260,715,749
1257,462,715,1664
1022,662,1736,1886
1388,1858,448,965
193,1623,800,487
1900,1468,420,1570
932,451,987,1507
371,1220,957,39
473,414,1484,1677
1835,1397,1157,872
6,1052,682,149
817,942,601,1159
1227,245,1249,18
1495,1398,33,1365
540,67,1597,1917
1725,1374,775,1793
1762,453,16,604
263,1896,1165,708
1266,182,671,465
34,750,1694,767
1770,1133,1347,686
76,1215,873,1788
88,851,1075,1976
777,1430,223,924
1384,141,143,147
368,1326,1091,36
1272,581,1708,38
620,237,631,1018
363,580,1283,88
679,707,236,995
628,787,0,997
1493,1997,739,1334
1839,35,1875,1894
612,798,151,523
930,613,1188,1962
1634,1792,1096,134
1952,1148,627,785
335,1157,1897,666
745,674,566,137
559,222,1099,994
746,566,246,50
1794,241,1706,1302
1399,1375,1317,124
408,505,1911,1078
1958,247,693,607
1517,567,1828,1297
1421,799,1312,188
1345,153,1443,145
1445,1298,1595,257
199,446,876,1914
1969,1903,1163,549
761,1684,938,507
461,1782,721,765
962,625,412,1615
243,1573,54,290
1748,246,1373,1098
1479,150,72,378
573,988,1450,606
996,1824,1011,276
1163,955,1842,263
97,817,1639,770
1242,987,891,1748
719,883,622,1677
790,1864,531,1888
48,927,539,604
1731,1900,1875,395
82,1422,928,384
1113,1075,1494,973
1444,1051,384,398
1334,919,845,673
1108,1035,848,486
635,1571,1753,943
1260,724,383,1014
642,837,1341,1584
1757,850,871,1762
1953,1747,1853,1675
1854,80,1347,68
1960,1154,814,1656
1958,1571,118,47
350,608,63,395
1264,419,981,1668
578,1064,1190,449
47,430,341,1701
1538,1733,1743,113
183,504,760,685
492,126,1617,1099
926,977,1284,666
127,1962,82,1342
1932,302,620,433
781,388,1866,1055
694,1601,787,773
832,1588,1936,1593
122,896,1046,1618
1776,1422,855,8
1777,1456,1822,12
1413,1283,1599,1293
1603,948,1615,1615
1201,1024,319,1119
1037,1455,1092,1586
1633,1001,1437,645
53,1755,1949,1346
1294,571,1862,1426
533,1360,98,1576
700,1338,1824,848
371,256,1574,1409
105,1704,591,1302
274,285,898,392
1174,1604,530,321
1622,1892,304,1349
1429,1087,1371,1836
890,1565,479,299
1763,1872,1720,1085
1822,0,668,352
129,1884,924,1007
766,635,1489,1829
1584,1412,1918,655
818,1448,1603,506
1239,1333,1575,424
1581,48,838,938
1122,1630,1402,1427
1660,686,1844,1
1401,1115,1334,97
1038,1054,554,231
1930,1155,26,175
1109,1269,989,795
1144,1332,1575,809
885,936,1544,1497
1007,429,1503,1203
1744,424,1407,868
728,1694,1902,1651
67,179,941,1493
167,203,964,1180
716,1008,1151,44
514,764,431,193
1560,1363,29,1434
1422,11,213,374
1653,1888,1351,1158
1937,467,1589,120
1780,106,327,332
404,897,242,1721
732,1465,532,765
1945,146,972,176
890,1965,1813,1127
1259,1628,1785,1063
806,1236,626,474
1494,154,1991,697
1833,1437,592,648
358,1222,515,1451
1506,588,730,1124
380,1874,804,387
1201,63,37,1841
1793,2,847,15
1957,1501,825,1146
126,935,253,696
1638,302,1053,570
80,1481,506,1605
496,623,637,1124
496,432,1771,687
763,1830,1173,708
1769,268,741,774
249,1203,1351,419
2,1385,164,850
268,417,1657,883
421,1104,165,5
1076,1771,617,162
157,1079,1680,1420
1994,1629,1772,1408
1401,1827,799,761
711,1815,1600,354
1111,882,1927,183
210,1475,573,1990
1932,571,273,523
1216,1964,1717,340
1197,1828,468,97
1718,496,1860,1603
1353,1191,655,1940
142,72,11,1660
1604,277,753,1592
1733,1220,1891,882
220,303,1102,300
1879,1555,1474,1112
718,1745,1439,575
634,542,77,1573
384,42,1357,443
1167,1516,650,286
1517,672,1157,620
1347,1715,445,549
1743,1529,1650,146
1999,1302,1946,81
828,1802,1937,1301
1656,793,178,1291
1102,1778,1937,826
1999,1250,633,1500
343,764,801,783
1684,784,1418,412
1795,535,754,604
692,524,1108,446
1684,1851,1951,1178
1511,328,1677,1844
1776,59,1916,421
1490,1100,1403,77
1921,1662,177,1500
604,9,782,1373
500,1921,423,1318
101,741,1362,1111
617,1928,159,1628
1191,1809,1268,1389
330,447,776,1580
874,1809,504,1561
960,477,1296,1528
1322,1598,1371,797
1831,613,562,901
569,1539,1147,425
302,679,1479,325
217,786,1810,225
763,1496,492,1590
1846,1829,295,1755
1969,208,1723,1445
1856,1920,1483,1945
846,1642,1791,1267
1430,444,719,356
1886,1249,1429,1137
586,1957,219,787
146,909,1469,1271
16,34,1697,982
1685,1565,368,1415
624,1576,1130,295
1725,1101,945,942
1409,196,414,756
1835,47,1767,1139
1441,1603,1284,751
1012,1323,1793,603
526,1020,859,532
1635,896,657,136
828,1019,1181,142
1865,211,123,1548
1808,1397,1418,35
1820,483,1863,1279
718,393,1456,477
1545,946,1311,1949
1202,144,1440,695
1628,1128,581,841
25,1475,311,670
967,931,1566,1695
1977,777,1526,1276
629,1356,79,988
1432,1935,1707,1898
1845,1757,1545,1577
91,784,865,624
757,1497,1983,283
1195,512,1599,854
1565,1693,375,91
523,1680,978,212
1228,1690,618,265
1301,1701,1803,1378
1436,210,1073,164
743,81,1668,823
1002,1251,14,1642
676,1210,1981,1132
982,1026,1488,1617
1327,843,1451,116
623,1561,1241,114
712,1396,769,402
950,1246,1420,1044
1956,817,72,159
1640,1548,681,851
1577,660,1980,1324
346,556,1000,655
259,1451,328,1029
971,1703,1527,1599
307,1489,804,368
123,694,926,411
1984,957,409,1653
6,595,720,1447
912,314,1324,1252
1542,624,1102,389
1869,959,714,1629
314,1024,878,1919
1551,635,1177,156
944,596,1925,1177
397,1040,540,4
545,1488,291,1419
1154,1661,1526,1366
1130,972,341,681
256,979,1478,1815
1061,1886,443,341
1509,319,448,269
457,495,1722,751
41,954,1031,1621
1784,176,1291,82
1698,1989,473,330
775,538,1596,869
1537,831,105,217
103,1364,253,449
253,1303,121,1241
874,1206,1192,368
390,1689,221,68
1509,836,1236,1803
1064,1748,1185,1693
8,1229,598,1261
173,541,71,874
1627,1678,256,1409
826,153,1720,1515
1668,893,1008,597
1872,1120,399,1443
419,1939,1952,964
1082,575,901,420
301,125,462,968
19,234,1015,140
745,542,1060,573
1740,1867,283,661
1473,985,1240,1216
1518,681,791,1216
1356,741,1247,659
1966,459,1822,386
1890,901,1399,888
1596,633,961,435
106,1844,926,800
835,1646,1913,479
986,406,1890,767
1444,1826,1673,1603
839,196,158,621
555,1084,1313,1240
1110,1304,1805,847
3,1711,191,472
1572,764,1509,242
1892,155,44,465
314,1347,1889,280
804,479,1790,1740
1951,1758,753,1398
893,152,1736,1822
1266,1133,1440,790
1754,1659,1199,991
800,1429,1377,19
303,12,539,1167
966,960,1821,1412
1789,1227,1322,495
1557,1416,1192,530
1585,1079,1967,1644
1579,1170,1949,1687
1098,1759,1900,634
1352,1142,466,1196
1864,292,1362,473
976,1625,371,237
155,745,83,1110
889,1124,104,407
1145,1250,301,1385
1959,310,82,451
635,376,1152,1638
1874,796,1582,1141
319,813,884,506
1382,498,153,779
1025,1523,321,49
1905,1349,543,1522
981,26,970,1615
118,1712,297,26
1857,970,534,1054
1959,1887,1759,1587
584,548,1261,1542
589,892,829,1832
1073,1037,1427,589
25,1686,615,1857
1034,1768,492,1553
940,1374,580,1883
1745,1088,334,1748
1455,575,603,971
1150,116,1268,1979
1844,1639,1206,1375
1873,288,1707,63
1309,1040,481,1329
1985,1299,184,793
1991,749,1294,231
896,1413,1762,1759
401,297,970,1836
821,1659,1175,164
846,1251,1466,257
1326,454,162,1881
1826,1561,198,86
1848,806,1550,1989
1928,1974,570,1267
1815,553,1678,750
611,93,1340,30
935,150,768,1330
920,439,254,1168
1497,345,1667,133
1979,201,1428,1442
1669,495,6,809
1827,978,955,1095
802,1660,1127,1918
1469,1594,1641,1932
523,1102,370,413
1551,717,794,503
1241,447,305,537
727,1250,1539,1299
1299,1026,1930,259
1258,1722,1268,1328
389,1856,764,1072
663,257,1040,1669
41,689,1999,356
1587,267,862,419
270,1495,850,712
1099,1958,1426,1510
1748,976,1849,316
1354,643,1566,146
37,1460,814,74
1784,28,645,1485
1084,893,643,314
1580,909,215,716
1498,999,1411,531
1468,25,97,1156
1659,1010,1812,375
882,85,1320,1625
1137,1810,1982,759
323,1479,830,566
1993,1841,618,219
693,1904,1307,1070
1689,543,601,937
1487,1189,1467,346
1382,1410,1354,935
